onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	1	0	1	0.83	1	1	1_0.gif
1	1	4	0	1	0.002	4	0	4_0.gif
2	1	2	0	4	0.002	2	0	2_0.gif
3	1	4	0	4	0.452	4	1	4_0.gif
4	1	1	0	1	0.523	1	1	1_0.gif
5	1	2	0	2	0.406	2	1	2_0.gif
6	1	4	0	4	0.331	4	1	4_0.gif
7	1	1	0	1	0.475	1	1	1_0.gif
8	1	4	0	4	0.498	4	1	4_0.gif
9	1	2	0	2	0.322	2	1	2_0.gif
10	1	3	0	3	0.541	3	1	3_0.gif
11	1	4	0	4	0.523	4	1	4_0.gif
12	1	3	0	3	0.41	3	1	3_0.gif
13	1	4	0	4	0.529	4	1	4_0.gif
14	1	3	0	3	0.434	3	1	3_0.gif
15	1	1	0	1	0.48	1	1	1_0.gif
16	1	4	2	6	0	3	n/a	4_2.gif
17	1	2	2	6	0	1	n/a	2_2.gif
18	1	1	2	4	0.272	4	1	1_2.gif
19	1	2	2	2	0.263	2	1	2_2.gif
20	1	3	2	1	0.412	1	1	3_2.gif
21	1	2	2	2	0.372	2	1	2_2.gif
22	1	3	2	3	0.544	3	1	3_2.gif
23	1	2	2	2	0.475	2	1	2_2.gif
24	1	4	2	3	0.653	3	1	4_2.gif
25	1	3	2	2	0.454	2	1	3_2.gif
26	1	4	2	4	0.551	4	1	4_2.gif
27	1	3	2	3	0.538	3	1	3_2.gif
28	1	2	2	4	0.444	4	1	2_2.gif
29	1	3	2	3	0.357	3	1	3_2.gif
30	1	4	2	2	0.311	2	1	4_2.gif
31	1	2	2	3	0.292	3	1	2_2.gif
32	1	3	0	4	0.413	3	0	3_0.gif
33	1	4	0	3	0.004	4	0	4_0.gif
34	1	1	0	1	0.417	1	1	1_0.gif
35	1	4	0	4	0.567	4	1	4_0.gif
36	1	1	0	1	0.489	1	1	1_0.gif
37	1	2	0	2	0.42	2	1	2_0.gif
38	1	4	0	4	0.453	4	1	4_0.gif
39	1	1	0	1	0.48	1	1	1_0.gif
40	1	3	0	3	0.445	3	1	3_0.gif
41	1	4	0	4	0.535	4	1	4_0.gif
42	1	3	0	3	0.412	3	1	3_0.gif
43	1	1	0	1	0.627	1	1	1_0.gif
44	1	2	0	2	0.361	2	1	2_0.gif
45	1	3	0	3	0.339	3	1	3_0.gif
46	1	4	0	4	0.509	4	1	4_0.gif
47	1	3	0	3	0.635	3	1	3_0.gif
48.001	1	2	2	6	0	4	n/a	2_2.gif
49.001	1	1	2	6	0	3	n/a	1_2.gif
50.001	1	4	2	2	0.313	2	1	4_2.gif
