onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	3	0	3	0.831	3	1	3_0.gif
1	1	2	0	3	0.008	2	0	2_0.gif
2	1	3	0	3	0.393	3	1	3_0.gif
3	1	2	0	2	0.3	2	1	2_0.gif
4	1	3	0	3	0.319	3	1	3_0.gif
5	1	4	0	4	0.64	4	1	4_0.gif
6	1	3	0	3	0.486	3	1	3_0.gif
7	1	2	0	2	0.41	2	1	2_0.gif
8	1	1	0	1	0.42	1	1	1_0.gif
9	1	3	0	3	0.332	3	1	3_0.gif
10	1	1	0	1	0.377	1	1	1_0.gif
11	1	3	0	3	0.376	3	1	3_0.gif
12	1	2	0	2	0.278	2	1	2_0.gif
13	1	1	0	1	0.409	1	1	1_0.gif
14	1	2	0	2	0.57	2	1	2_0.gif
15	1	4	0	4	0.579	4	1	4_0.gif
16.002	1	3	2	6	0	2	n/a	3_2.gif
17.002	1	4	2	6	0	4	n/a	4_2.gif
18.002	1	1	2	3	0.213	3	1	1_2.gif
19.002	1	2	2	4	0.193	4	1	2_2.gif
20.002	1	1	2	1	0.148	1	1	1_2.gif
21.002	1	2	2	2	0.494	2	1	2_2.gif
22.002	1	3	2	1	0.475	1	1	3_2.gif
23.002	1	1	2	3	0.416	2	0	1_2.gif
24.002	1	4	2	1	0.629	3	0	4_2.gif
25.002	1	2	2	3	0.788	1	0	2_2.gif
26.002	1	4	2	4	0.753	4	1	4_2.gif
27.002	1	1	2	6	0	2	n/a	1_2.gif
28.002	1	3	2	1	0.42	4	0	3_2.gif
29.002	1	4	2	1	0.627	1	1	4_2.gif
30.002	1	2	2	3	0.414	3	1	2_2.gif
31.002	1	1	2	2	0.475	4	0	1_2.gif
32.003	1	4	0	6	0	4	n/a	4_0.gif
33.003	1	2	0	4	0.064	2	0	2_0.gif
34.003	1	4	0	4	0.556	4	1	4_0.gif
35.003	1	2	0	2	0.386	2	1	2_0.gif
36.003	1	3	0	3	0.327	3	1	3_0.gif
37.003	1	1	0	1	0.305	1	1	1_0.gif
38.003	1	2	0	2	0.308	2	1	2_0.gif
39.003	1	1	0	1	0.378	1	1	1_0.gif
40.003	1	4	0	4	0.457	4	1	4_0.gif
41.003	1	1	0	1	0.396	1	1	1_0.gif
