onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	2	0	2	0.712	2	1	2_0.gif
1	1	4	0	4	0.955	4	1	4_0.gif
2	1	1	0	4	0.008	1	0	1_0.gif
3	1	2	0	2	0.325	2	1	2_0.gif
4	1	3	0	3	0.477	3	1	3_0.gif
5	1	2	0	2	0.49	2	1	2_0.gif
6	1	1	0	1	0.357	1	1	1_0.gif
7	1	4	0	4	0.636	4	1	4_0.gif
8	1	3	0	3	0.537	3	1	3_0.gif
9	1	2	0	2	0.349	2	1	2_0.gif
10	1	3	0	3	0.366	3	1	3_0.gif
11	1	4	0	4	0.736	4	1	4_0.gif
12	1	1	0	1	0.835	1	1	1_0.gif
13	1	4	0	1	0.008	4	0	4_0.gif
14	1	1	0	1	0.663	1	1	1_0.gif
15	1	2	0	2	0.489	2	1	2_0.gif
16	1	4	2	6	0	1	n/a	4_2.gif
17	1	1	2	6	0	2	n/a	1_2.gif
18	1	3	2	1	0.201	4	0	3_2.gif
19	1	1	2	4	0.218	1	0	1_2.gif
20	1	2	2	3	0.197	3	1	2_2.gif
21	1	3	2	1	0.09	1	1	3_2.gif
22	1	1	2	2	0.009	2	1	1_2.gif
23	1	2	2	1	0.778	3	0	2_2.gif
24	1	3	2	1	0.009	1	1	3_2.gif
25	1	1	2	6	0	2	n/a	1_2.gif
26	1	3	2	6	0	3	n/a	3_2.gif
27	1	2	2	1	0.295	1	1	2_2.gif
28	1	1	2	3	0.209	3	1	1_2.gif
29	1	2	2	2	0.188	2	1	2_2.gif
30	1	4	2	1	0.17	1	1	4_2.gif
31	1	1	2	2	0.241	2	1	1_2.gif
32.001	1	4	0	4	0.099	4	1	4_0.gif
33.001	1	3	0	3	0.561	3	1	3_0.gif
34.001	1	1	0	1	0.391	1	1	1_0.gif
35.001	1	3	0	3	0.35	3	1	3_0.gif
36.001	1	4	0	4	0.625	4	1	4_0.gif
37.001	1	2	0	2	0.393	2	1	2_0.gif
38.001	1	1	0	1	0.468	1	1	1_0.gif
39.001	1	3	0	3	0.656	3	1	3_0.gif
40.001	1	4	0	4	0.666	4	1	4_0.gif
