onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	4	0	4	0.843	4	1	4_0.gif
1	1	3	0	4	0.013	3	0	3_0.gif
2	1	2	0	2	0.467	2	1	2_0.gif
3	1	4	0	4	0.422	4	1	4_0.gif
4	1	3	0	3	0.359	3	1	3_0.gif
5	1	2	0	2	0.322	2	1	2_0.gif
6	1	4	0	4	0.325	4	1	4_0.gif
7	1	3	0	3	0.436	3	1	3_0.gif
8	1	2	0	2	0.389	2	1	2_0.gif
9	1	1	0	1	0.357	1	1	1_0.gif
10	1	3	0	3	0.383	3	1	3_0.gif
11	1	1	0	1	0.435	1	1	1_0.gif
12	1	2	0	2	0.275	2	1	2_0.gif
13	1	3	0	3	0.391	3	1	3_0.gif
14	1	1	0	1	0.278	1	1	1_0.gif
15	1	3	0	3	0.423	3	1	3_0.gif
16	1	2	2	2	0.563	1	0	2_2.gif
17	1	1	2	6	0	3	n/a	1_2.gif
18	1	3	2	2	0.213	2	1	3_2.gif
19	1	2	2	1	0.048	1	1	2_2.gif
20	1	4	2	3	0.065	3	1	4_2.gif
21	1	1	2	2	0.065	2	1	1_2.gif
22	1	3	2	4	0.013	4	1	3_2.gif
23	1	1	2	1	0.013	1	1	1_2.gif
24	1	3	2	3	0.014	3	1	3_2.gif
25	1	2	2	1	0.014	1	1	2_2.gif
26	1	3	2	3	0.014	3	1	3_2.gif
27	1	1	2	2	0.014	2	1	1_2.gif
28	1	2	2	3	0.014	3	1	2_2.gif
29	1	3	2	1	0.015	1	1	3_2.gif
30	1	2	2	3	0.924	2	0	2_2.gif
31	1	4	2	3	0.014	3	1	4_2.gif
32.001	1	2	0	2	0.131	2	1	2_0.gif
33.001	1	3	0	3	0.332	3	1	3_0.gif
34.001	1	1	0	1	0.265	1	1	1_0.gif
35.001	1	2	0	2	0.252	2	1	2_0.gif
36.001	1	1	0	1	0.34	1	1	1_0.gif
37.001	1	3	0	3	0.376	3	1	3_0.gif
38.001	1	4	0	4	0.308	4	1	4_0.gif
39.001	1	3	0	3	0.46	3	1	3_0.gif
40.001	1	2	0	2	0.371	2	1	2_0.gif
41.001	1	3	0	3	0.278	3	1	3_0.gif
42.001	1	1	0	1	0.375	1	1	1_0.gif
43.001	1	2	0	2	0.194	2	1	2_0.gif
44.001	1	3	0	3	0.311	3	1	3_0.gif
45.001	1	4	0	4	0.385	4	1	4_0.gif
46.001	1	2	0	2	0.306	2	1	2_0.gif
47.001	1	1	0	1	0.284	1	1	1_0.gif
48.002	1	3	2	3	0.574	2	0	3_2.gif
49.002	1	2	2	6	0	1	n/a	2_2.gif
50.002	1	1	2	6	0	3	n/a	1_2.gif
51.002	1	3	2	2	0.042	2	1	3_2.gif
52.002	1	4	2	1	0.013	1	1	4_2.gif
53.002	1	1	2	3	0.014	3	1	1_2.gif
54.002	1	3	2	4	0.013	4	1	3_2.gif
55.002	1	4	2	1	0.013	1	1	4_2.gif
56.002	1	1	2	3	0.079	3	1	1_2.gif
57.002	1	2	2	4	0.019	4	1	2_2.gif
58.002	1	3	2	1	0.092	1	1	3_2.gif
59.002	1	4	2	2	0.014	2	1	4_2.gif
60.002	1	3	2	3	0.089	3	1	3_2.gif
61.002	1	2	2	4	0.402	4	1	2_2.gif
62.002	1	4	2	2	0.016	3	0	4_2.gif
63.002	1	2	2	2	0.178	2	1	2_2.gif
64.002	1	1	0	4	0.013	1	0	1_0.gif
65.002	1	4	0	1	0.353	4	0	4_0.gif
66.002	1	3	0	4	0.039	3	0	3_0.gif
67.002	1	2	0	2	0.263	2	1	2_0.gif
68.002	1	3	0	3	0.362	3	1	3_0.gif
69.002	1	4	0	4	0.387	4	1	4_0.gif
70.002	1	1	0	1	0.299	1	1	1_0.gif
71.002	1	3	0	3	0.366	3	1	3_0.gif
72.002	1	4	0	4	0.278	4	1	4_0.gif
73.002	1	2	0	2	0.327	2	1	2_0.gif
74.002	1	3	0	3	0.288	3	1	3_0.gif
75.002	1	1	0	1	0.387	1	1	1_0.gif
76.002	1	2	0	2	0.272	2	1	2_0.gif
77.002	1	1	0	1	0.408	1	1	1_0.gif
78.002	1	2	0	2	0.307	2	1	2_0.gif
79.002	1	4	0	4	0.344	4	1	4_0.gif
80.005	1	3	2	6	0	2	n/a	3_2.gif
81.006	1	2	2	6	0	4	n/a	2_2.gif
82.006	1	3	2	3	0.26	3	1	3_2.gif
83.006	1	2	2	2	0.014	2	1	2_2.gif
84.006	1	1	2	3	0.013	3	1	1_2.gif
85.006	1	2	2	2	0.013	2	1	2_2.gif
86.006	1	1	2	1	0.014	1	1	1_2.gif
87.006	1	4	2	1	0.67	2	0	4_2.gif
88.006	1	1	2	4	0.589	1	0	1_2.gif
89.006	1	2	2	1	0.429	4	0	2_2.gif
