onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	3	0	3	0.754	3	1	3_0.gif
1	1	2	0	3	0.009	2	0	2_0.gif
2	1	4	0	2	0.008	4	0	4_0.gif
3	1	3	0	4	0.008	3	0	3_0.gif
4	1	2	0	3	0.009	2	0	2_0.gif
5	1	3	0	2	0.008	3	0	3_0.gif
6	1	4	0	3	0.009	4	0	4_0.gif
7	1	3	0	4	0.009	3	0	3_0.gif
8	1	1	0	1	0.519	1	1	1_0.gif
9	1	2	0	2	0.469	2	1	2_0.gif
10	1	4	0	4	0.474	4	1	4_0.gif
11	1	1	0	1	0.555	1	1	1_0.gif
12	1	2	0	2	0.625	2	1	2_0.gif
13	1	1	0	1	0.588	1	1	1_0.gif
14	1	2	0	2	0.443	2	1	2_0.gif
15	1	1	0	1	0.403	1	1	1_0.gif
16	1	2	2	6	0	2	n/a	2_2.gif
17	1	4	2	2	0.878	1	0	4_2.gif
18	1	3	2	2	0.009	2	1	3_2.gif
19	1	2	2	4	0.169	4	1	2_2.gif
20	1	4	2	2	0.021	3	0	4_2.gif
21	1	3	2	3	0.009	2	0	3_2.gif
22	1	1	2	2	0.009	4	0	1_2.gif
23	1	3	2	4	0.009	3	0	3_2.gif
24	1	4	2	3	0.009	1	0	4_2.gif
25	1	1	2	1	0.01	3	0	1_2.gif
26	1	4	2	3	0.009	4	0	4_2.gif
27	1	2	2	4	0.008	1	0	2_2.gif
28	1	3	2	1	0.01	4	0	3_2.gif
29	1	1	2	4	0.009	2	0	1_2.gif
30	1	3	2	2	0.009	3	0	3_2.gif
31	1	2	2	3	0.009	1	0	2_2.gif
32.001	1	3	0	1	0.009	3	0	3_0.gif
33.001	1	1	0	3	0.009	1	0	1_0.gif
34.001	1	3	0	1	0.01	3	0	3_0.gif
35.001	1	4	0	3	0.009	4	0	4_0.gif
36.001	1	2	0	4	0.008	2	0	2_0.gif
37.001	1	1	0	2	0.009	1	0	1_0.gif
38.001	1	4	0	1	0.009	4	0	4_0.gif
39.001	1	3	0	4	0.009	3	0	3_0.gif
40.001	1	4	0	3	0.009	4	0	4_0.gif
41.001	1	3	0	4	0.009	3	0	3_0.gif
42.001	1	1	0	3	0.009	1	0	1_0.gif
43.001	1	2	0	2	0.727	2	1	2_0.gif
44.001	1	4	0	2	0.011	4	0	4_0.gif
45.001	1	1	0	1	0.717	1	1	1_0.gif
46.001	1	3	0	3	0.756	3	1	3_0.gif
47.001	1	1	0	3	0.009	1	0	1_0.gif
48.002	1	2	2	1	0.009	3	0	2_2.gif
49.002	1	4	2	2	0.958	1	0	4_2.gif
50.002	1	3	2	2	0.008	2	1	3_2.gif
51.002	1	1	2	4	0.009	4	1	1_2.gif
52.002	1	3	2	3	0.121	3	1	3_2.gif
53.002	1	4	2	1	0.009	1	1	4_2.gif
54.002	1	1	2	3	0.009	3	1	1_2.gif
55.002	1	3	2	4	0.009	4	1	3_2.gif
56.002	1	4	2	1	0.009	1	1	4_2.gif
57.002	1	3	2	3	0.073	3	1	3_2.gif
58.002	1	2	2	4	0.009	4	1	2_2.gif
59.002	1	4	2	3	0.009	3	1	4_2.gif
60.002	1	2	2	2	0.01	2	1	2_2.gif
61.002	1	4	2	4	0.01	4	1	4_2.gif
62.002	1	1	2	2	0.009	2	1	1_2.gif
63.002	1	3	2	4	0.009	4	1	3_2.gif
64.003	1	1	0	1	0.091	1	1	1_0.gif
65.003	1	3	0	1	0.008	3	0	3_0.gif
66.003	1	4	0	3	0.008	4	0	4_0.gif
67.003	1	3	0	4	0.009	3	0	3_0.gif
68.003	1	1	0	3	0.009	1	0	1_0.gif
69.003	1	4	0	1	0.009	4	0	4_0.gif
70.003	1	2	0	4	0.01	2	0	2_0.gif
71.003	1	4	0	2	0.009	4	0	4_0.gif
72.004	1	2	0	4	0.008	2	0	2_0.gif
73.004	1	1	0	2	0.008	1	0	1_0.gif
74.004	1	2	0	1	0.009	2	0	2_0.gif
75.004	1	3	0	2	0.009	3	0	3_0.gif
76.004	1	4	0	3	0.008	4	0	4_0.gif
77.004	1	2	0	4	0.009	2	0	2_0.gif
78.004	1	1	0	2	0.008	1	0	1_0.gif
79.004	1	2	0	2	0.81	2	1	2_0.gif
80.004	1	3	2	2	0.008	1	0	3_2.gif
81.004	1	2	2	3	0.965	2	0	2_2.gif
82.004	1	1	2	3	0.008	3	1	1_2.gif
83.004	1	3	2	2	0.008	2	1	3_2.gif
84.004	1	2	2	1	0.158	1	1	2_2.gif
85.004	1	4	2	3	0.101	3	1	4_2.gif
86.004	1	1	2	2	0.18	2	1	1_2.gif
87.004	1	4	2	4	0.025	4	1	4_2.gif
88.004	1	3	2	1	0.009	1	1	3_2.gif
89.004	1	4	2	4	0.009	4	1	4_2.gif
90.004	1	2	2	3	0.009	3	1	2_2.gif
91.004	1	3	2	4	0.008	4	1	3_2.gif
92.004	1	4	2	3	0.008	2	0	4_2.gif
93.004	1	1	2	2	0.008	3	0	1_2.gif
94.004	1	3	2	4	0.009	4	1	3_2.gif
95.004	1	2	2	1	0.009	1	1	2_2.gif
96.004	1	3	0	3	0.009	3	1	3_0.gif
97.004	1	1	0	3	0.01	1	0	1_0.gif
98.004	1	4	0	4	0.617	4	1	4_0.gif
99.004	1	2	0	4	0.008	2	0	2_0.gif
100.004	1	4	0	2	0.009	4	0	4_0.gif
101.004	1	1	0	4	0.009	1	0	1_0.gif
102.004	1	2	0	1	0.009	2	0	2_0.gif
103.004	1	1	0	2	0.01	1	0	1_0.gif
104.004	1	4	0	4	0.844	4	1	4_0.gif
105.005	1	1	0	4	0.009	1	0	1_0.gif
106.005	1	3	0	1	0.008	3	0	3_0.gif
107.005	1	2	0	3	0.008	2	0	2_0.gif
108.005	1	3	0	2	0.009	3	0	3_0.gif
109.005	1	1	0	3	0.011	1	0	1_0.gif
110.005	1	2	0	1	0.01	2	0	2_0.gif
111.005	1	1	0	2	0.009	1	0	1_0.gif
112.006	1	3	2	1	0.008	2	0	3_2.gif
113.006	1	4	2	3	0.915	1	0	4_2.gif
114.006	1	2	2	3	0.008	3	1	2_2.gif
115.006	1	4	2	4	0.008	4	1	4_2.gif
116.006	1	1	2	3	0.009	2	0	1_2.gif
117.006	1	2	2	2	0.008	4	0	2_2.gif
118.006	1	4	2	1	0.008	1	1	4_2.gif
119.006	1	2	2	4	0.009	2	0	2_2.gif
120.006	1	3	2	2	0.008	4	0	3_2.gif
121.006	1	4	2	4	0.008	2	0	4_2.gif
122.006	1	1	2	3	0.008	3	1	1_2.gif
123.006	1	2	2	4	0.009	4	1	2_2.gif
124.006	1	4	2	3	0.009	1	0	4_2.gif
125.006	1	1	2	2	0.009	2	1	1_2.gif
126.006	1	2	2	1	0.047	4	0	2_2.gif
127.006	1	3	2	4	0.033	1	0	3_2.gif
128.006	1	1	0	2	0.009	1	0	1_0.gif
129.006	1	4	0	1	0.009	4	0	4_0.gif
130.006	1	1	0	4	0.009	1	0	1_0.gif
131.006	1	4	0	1	0.01	4	0	4_0.gif
132.006	1	1	0	4	0.009	1	0	1_0.gif
133.006	1	4	0	4	0.694	4	1	4_0.gif
134.006	1	1	0	1	0.43	1	1	1_0.gif
135.006	1	2	0	2	0.533	2	1	2_0.gif
136.006	1	1	0	1	0.533	1	1	1_0.gif
137.006	1	2	0	2	0.449	2	1	2_0.gif
138.006	1	3	0	3	0.388	3	1	3_0.gif
139.006	1	4	0	4	0.587	4	1	4_0.gif
140.006	1	1	0	4	0.009	1	0	1_0.gif
141.006	1	2	0	1	0.009	2	0	2_0.gif
142.006	1	4	0	2	0.009	4	0	4_0.gif
143.006	1	3	0	4	0.009	3	0	3_0.gif
144.007	1	1	2	3	0.008	4	0	1_2.gif
145.007	1	3	2	1	0.953	3	0	3_2.gif
146.007	1	2	2	1	0.008	1	1	2_2.gif
147.007	1	3	2	3	0.008	3	1	3_2.gif
148.007	1	4	2	2	0.008	2	1	4_2.gif
149.007	1	2	2	3	0.008	3	1	2_2.gif
150.007	1	4	2	4	0.008	4	1	4_2.gif
151.007	1	2	2	2	0.008	2	1	2_2.gif
152.007	1	4	2	4	0.009	4	1	4_2.gif
153.007	1	1	2	2	0.009	2	1	1_2.gif
154.007	1	2	2	1	0.009	4	0	2_2.gif
155.007	1	1	2	2	0.617	1	0	1_2.gif
156.007	1	2	2	2	0.008	2	1	2_2.gif
157.007	1	3	2	2	0.746	1	0	3_2.gif
158.007	1	4	2	2	0.008	2	1	4_2.gif
159.007	1	2	2	4	0.298	3	0	2_2.gif
160.007	1	3	0	4	0.008	3	0	3_0.gif
161.007	1	4	0	4	0.49	4	1	4_0.gif
162.007	1	3	0	3	0.491	3	1	3_0.gif
163.007	1	4	0	4	0.313	4	1	4_0.gif
164.007	1	2	0	2	0.445	2	1	2_0.gif
165.007	1	1	0	1	0.405	1	1	1_0.gif
