onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	3	0	3	0.91	3	1	3_0.gif
1	1	2	0	3	0.007	2	0	2_0.gif
2	1	1	0	2	0.005	1	0	1_0.gif
3	1	3	0	3	0.558	3	1	3_0.gif
4	1	2	0	2	0.609	2	1	2_0.gif
5	1	3	0	3	0.608	3	1	3_0.gif
6	1	4	0	4	0.467	4	1	4_0.gif
7	1	2	0	2	0.577	2	1	2_0.gif
8	1	1	0	1	0.504	1	1	1_0.gif
9	1	4	0	4	0.556	4	1	4_0.gif
10	1	2	0	2	0.592	2	1	2_0.gif
11	1	4	0	4	0.597	4	1	4_0.gif
12	1	1	0	1	0.602	1	1	1_0.gif
13	1	2	0	2	0.468	2	1	2_0.gif
14	1	1	0	1	0.545	1	1	1_0.gif
15	1	2	0	2	0.356	2	1	2_0.gif
16	1	1	2	6	0	1	n/a	1_2.gif
17	1	4	2	6	0	2	n/a	4_2.gif
18	1	2	2	1	0.228	1	1	2_2.gif
19	1	1	2	4	0.19	4	1	1_2.gif
20	1	3	2	2	0.098	2	1	3_2.gif
21	1	1	2	1	0.007	1	1	1_2.gif
22	1	2	2	6	0	3	n/a	2_2.gif
23	1	4	2	3	0.209	1	0	4_2.gif
24	1	3	2	1	0.102	2	0	3_2.gif
25	1	2	2	2	0.047	4	0	2_2.gif
26	1	4	2	4	0.007	3	0	4_2.gif
27	1	3	2	6	0	2	n/a	3_2.gif
28	1	2	2	6	0	4	n/a	2_2.gif
29	1	1	2	3	0.272	3	1	1_2.gif
30	1	4	2	2	0.354	2	1	4_2.gif
31	1	1	2	1	0.485	1	1	1_2.gif
32.002	1	2	0	4	0.529	2	0	2_0.gif
33.002	1	4	0	4	0.61	4	1	4_0.gif
34.002	1	1	0	1	0.581	1	1	1_0.gif
35.002	1	4	0	4	0.643	4	1	4_0.gif
36.002	1	3	0	3	0.577	3	1	3_0.gif
37.002	1	4	0	3	0.007	4	0	4_0.gif
38.002	1	3	0	3	0.564	3	1	3_0.gif
39.002	1	2	0	2	0.6	2	1	2_0.gif
40.002	1	1	0	1	0.755	1	1	1_0.gif
41.002	1	2	0	2	0.602	2	1	2_0.gif
42.002	1	3	0	3	0.469	3	1	3_0.gif
43.002	1	1	0	1	0.6	1	1	1_0.gif
44.002	1	3	0	3	0.489	3	1	3_0.gif
45.002	1	1	0	1	0.564	1	1	1_0.gif
46.002	1	2	0	2	0.465	2	1	2_0.gif
47.002	1	1	0	1	0.441	1	1	1_0.gif
48.002	1	4	2	6	0	2	n/a	4_2.gif
