onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	3	0	6	0	3	n/a	3_0.gif
1	1	4	0	3	0.176	4	0	4_0.gif
2	1	3	0	4	0.007	3	0	3_0.gif
3	1	4	0	4	0.508	4	1	4_0.gif
4	1	2	0	2	0.51	2	1	2_0.gif
5	1	4	0	4	0.549	4	1	4_0.gif
6	1	3	0	3	0.381	3	1	3_0.gif
7	1	1	0	1	0.396	1	1	1_0.gif
8	1	2	0	2	0.351	2	1	2_0.gif
9	1	3	0	3	0.382	3	1	3_0.gif
10	1	1	0	1	0.46	1	1	1_0.gif
11	1	3	0	3	0.409	3	1	3_0.gif
12	1	2	0	6	0	2	n/a	2_0.gif
13	1	1	0	1	0.517	1	1	1_0.gif
14	1	3	0	3	0.36	3	1	3_0.gif
15	1	2	0	2	0.485	2	1	2_0.gif
16	1	4	2	4	0.705	3	0	4_2.gif
17	1	1	2	6	0	2	n/a	1_2.gif
18	1	3	2	4	0.245	4	1	3_2.gif
19	1	1	2	1	0.066	1	1	1_2.gif
20.001	1	4	2	3	0.008	3	1	4_2.gif
21.001	1	2	2	1	0.011	1	1	2_2.gif
22.001	1	3	2	2	0.532	4	0	3_2.gif
23.001	1	1	2	3	0.342	2	0	1_2.gif
24.001	1	3	2	1	0.224	3	0	3_2.gif
25.001	1	2	2	3	0.257	1	0	2_2.gif
26.001	1	4	2	2	0.322	3	0	4_2.gif
27.001	1	2	2	6	0	2	n/a	2_2.gif
28.001	1	3	2	6	0	4	n/a	3_2.gif
29.001	1	1	2	2	0.17	2	1	1_2.gif
30.001	1	2	2	3	0.122	3	1	2_2.gif
31.001	1	1	2	1	0.194	1	1	1_2.gif
32.001	1	3	0	2	0.204	3	0	3_0.gif
33.001	1	4	0	6	0	4	n/a	4_0.gif
34.001	1	2	0	2	0.486	2	1	2_0.gif
35.001	1	3	0	3	0.246	3	1	3_0.gif
36.001	1	1	0	1	0.4	1	1	1_0.gif
37.001	1	2	0	2	0.283	2	1	2_0.gif
38.001	1	3	0	3	0.22	3	1	3_0.gif
39.001	1	2	0	2	0.375	2	1	2_0.gif
40.001	1	4	0	4	0.304	4	1	4_0.gif
41.001	1	1	0	1	0.408	1	1	1_0.gif
42.001	1	4	0	4	0.554	4	1	4_0.gif
43.001	1	1	0	1	0.442	1	1	1_0.gif
44.001	1	3	0	3	0.377	3	1	3_0.gif
45.001	1	2	0	2	0.308	2	1	2_0.gif
46.001	1	1	0	1	0.444	1	1	1_0.gif
47.001	1	3	0	3	0.369	3	1	3_0.gif
48.002	1	4	2	4	0.368	1	0	4_2.gif
49.002	1	1	2	6	0	3	n/a	1_2.gif
50.002	1	3	2	4	0.292	4	1	3_2.gif
51.002	1	4	2	1	0.227	1	1	4_2.gif
52.002	1	1	2	3	0.19	3	1	1_2.gif
53.002	1	2	2	1	0.299	4	0	2_2.gif
54.002	1	3	2	2	0.664	1	0	3_2.gif
55.002	1	4	2	3	0.486	2	0	4_2.gif
56.002	1	3	2	3	0.69	3	1	3_2.gif
57.002	1	2	2	3	0.007	4	0	2_2.gif
58.002	1	4	2	6	0	3	n/a	4_2.gif
59.002	1	2	2	6	0	2	n/a	2_2.gif
60.002	1	4	2	4	0.18	4	1	4_2.gif
61.002	1	1	2	2	0.071	2	1	1_2.gif
62.002	1	3	2	4	0.069	4	1	3_2.gif
63.002	1	1	2	1	0.101	1	1	1_2.gif
64.003	1	3	0	3	0.174	3	1	3_0.gif
65.003	1	4	0	4	0.473	4	1	4_0.gif
66.003	1	1	0	1	0.317	1	1	1_0.gif
67.003	1	2	0	2	0.341	2	1	2_0.gif
68.003	1	1	0	1	0.409	1	1	1_0.gif
69.003	1	3	0	3	0.427	3	1	3_0.gif
70.003	1	1	0	1	0.416	1	1	1_0.gif
71.003	1	2	0	2	0.422	2	1	2_0.gif
72.003	1	1	0	1	0.4	1	1	1_0.gif
73.003	1	2	0	2	0.333	2	1	2_0.gif
74.003	1	4	0	4	0.469	4	1	4_0.gif
75.003	1	3	0	3	0.456	3	1	3_0.gif
76.003	1	2	0	2	0.398	2	1	2_0.gif
77.003	1	3	0	3	0.517	3	1	3_0.gif
78.003	1	2	0	2	0.44	2	1	2_0.gif
79.003	1	1	0	1	0.346	1	1	1_0.gif
80.003	1	2	2	6	0	2	n/a	2_2.gif
81.003	1	1	2	6	0	1	n/a	1_2.gif
82.003	1	2	2	2	0.176	2	1	2_2.gif
83.003	1	3	2	1	0.177	1	1	3_2.gif
84.003	1	4	2	2	0.182	2	1	4_2.gif
85.003	1	3	2	3	0.104	3	1	3_2.gif
86.003	1	4	2	4	0.175	4	1	4_2.gif
87.003	1	3	2	3	0.203	3	1	3_2.gif
88.003	1	1	2	4	0.156	4	1	1_2.gif
89.003	1	2	2	3	0.127	3	1	2_2.gif
90.003	1	4	2	1	0.234	1	1	4_2.gif
91.003	1	3	2	2	0.187	2	1	3_2.gif
92.003	1	2	2	4	0.581	4	1	2_2.gif
93.003	1	1	2	2	0.458	3	0	1_2.gif
94.003	1	2	2	6	0	2	n/a	2_2.gif
95.003	1	1	2	6	0	1	n/a	1_2.gif
96.004	1	2	0	2	0.204	2	1	2_0.gif
97.004	1	3	0	3	0.435	3	1	3_0.gif
98.004	1	2	0	2	0.486	2	1	2_0.gif
99.004	1	4	0	4	0.436	4	1	4_0.gif
100.004	1	2	0	2	0.401	2	1	2_0.gif
101.004	1	4	0	4	0.543	4	1	4_0.gif
102.004	1	3	0	3	0.407	3	1	3_0.gif
103.004	1	1	0	1	0.438	1	1	1_0.gif
104.004	1	3	0	3	0.496	3	1	3_0.gif
105.004	1	1	0	1	0.492	1	1	1_0.gif
106.004	1	3	0	3	0.44	3	1	3_0.gif
107.004	1	1	0	1	0.412	1	1	1_0.gif
108.004	1	3	0	3	0.444	3	1	3_0.gif
109.004	1	2	0	2	0.411	2	1	2_0.gif
110.004	1	1	0	1	0.405	1	1	1_0.gif
111.004	1	3	0	3	0.395	3	1	3_0.gif
112.004	1	2	2	2	0.492	1	0	2_2.gif
113.004	1	1	2	6	0	3	n/a	1_2.gif
114.004	1	3	2	2	0.394	2	1	3_2.gif
115.004	1	4	2	1	0.238	1	1	4_2.gif
116.004	1	2	2	3	0.239	3	1	2_2.gif
117.004	1	4	2	4	0.222	4	1	4_2.gif
118.004	1	3	2	2	0.437	2	1	3_2.gif
119.004	1	1	2	4	0.409	4	1	1_2.gif
120.004	1	3	2	3	0.282	3	1	3_2.gif
121.004	1	1	2	1	0.239	1	1	1_2.gif
